,Unnamed: 0,introduction,nickName,popularity,sumBidAmount,sumSelfBidAmount,userId,yieldRate,sumBidAmountDetail,registerDate
143,143,二十余年理财及相关经验，思维细致慎密。加入拍拍贷两年多，获得17以上收益，希望与大家共享、共勉！,无来去处,240,1427441.0,167280.0,17558057,14.399999999999999,3586869,2015-12-26
144,144,对拍拍的信标，懂得敬畏，有如履薄冰的谨慎态度和战战兢兢的戒惧意念，但并不意味着停滞不前，敬畏与前进并行。,敬畏金融,236,1850397.0,0.0,51022626,16.689999999999998,2888918,2017-05-01
145,145,多年拍拍投资经验，同大家共同学习,黑色老鼠,234,2212377.0,584278.0,1360819,12.8,6065069,2013-12-14
146,146,收益越大风险越大，合理控制风险，追求稳定收益。投资需谨慎。,楼下猫,227,2154785.0,16405.0,34048367,14.219999999999999,5630015,2016-10-05
147,147,多年拍拍经验，个人同时跟投,珠穆朗玛,226,3771016.0,393639.0,29112634,13.669999999999998,6065830,2016-07-28
148,148,p2p投资人,晶晶,223,1064672.0,160198.0,57992187,18.86,2440196,2017-07-12
149,149,统计学硕士、资深投资人,wangsirchu,217,808841.0,460177.0,774643,15.61,17009732,2012-05-24
150,150,2016年开始投资拍拍贷，从刚开始的一无所知，只追求高利率的散标，到经历了大量逾期，开始注重标的整体风险管控。投资风格从此一步步的走向理性和成熟。希望我的策略能帮您获得稳健可持续的收益。,Garrett,208,2869768.0,553587.0,1265568,13.38,5039917,2013-10-31
151,151,2016年开始投资拍拍贷，逐渐摸索出相对低逾期的策略，希望可以帮大家取得好的收益。,木木,191,2134927.0,88686.0,33393253,17.66,2986113,2016-09-25
152,152,多年各种P2P平台理财经验,最爱灰太狼,187,2503932.0,266888.0,22172815,13.79,4527252,2016-04-10
153,153,"2015年1月投资拍拍贷,主要信用标投资,通过几年积累,总结一定经验,与大家共享稳定收益.",风雨无阻,182,2158474.0,81949.0,5003090,14.069999999999999,8687983,2015-01-16
154,154,本人专注信用标自定义投资多年，争做18%+金牌策略，带领大家一起做聪明的投资者！,聪明的投资者,176,2469889.0,4200.0,29773335,18.709999999999997,8826437,2016-08-07
155,155,十几年投资经验，2013年开始接触并投资P2P，2016年，2017年P2P收入占个人总收入60%以上。,M计划,162,568291.0,3047.0,44049413,9.86,2758297,2017-02-11
156,156,计算机网络专业，曾任职财务总监，对数据有深入洞察力，喜欢研究拍拍贷优质策略，挖掘其中有价值的规律，并经过长期实践验证，形成优中选优的策略。投资口号：站在巨人的肩膀，你会看得更远！,鹤舞白沙,161,1476699.0,59668.0,38154418,16.81,3724898,2016-11-26
157,157,"专注于历史数据统计与数据分析, 倾向于稳重偏严苛的策略选择, 争取获得大概率稳定收益.",山里人,158,3251173.0,220904.0,8134624,18.29,5717583,2015-08-22
158,158,本人2013年开始投资P2P，2015年正式投资拍拍贷，长期潜心研究借款人各项指标对逾期率的影响，积累了丰富的投资经验。,光明使者,149,3674953.0,347740.0,15637936,14.99,11044062,2015-11-09
159,159,2016年进入拍拍贷投资，一直以自定义投标为主，积累了大量投标策略经验，在拍拍贷的投资收益保持高的稳定收益。,番茄,149,2269191.0,1043462.0,24490314,19.45,7378607,2016-05-21
160,160,问道于风，凭心远行,问道于风,143,2466628.0,162517.0,29221235,14.41,2986108,2016-07-30
161,161,在拍拍贷投资近两年，通过借鉴老司机的选标经验、进行大量的数据分析和投标实践，不断完善投标策略，获得非常满意的年化收益率。,圆满收益,139,2900805.0,17576.0,45511401,16.78,18863456,2017-02-28
162,162,作为一名会计师，长期致力于大数据统计分析，对拍拍贷散标积累了丰富的投资经验。策略宗旨：条件严苛，不求数量，追求收益，只为自用。,会计师,138,1210013.0,176757.0,23341481,13.36,3265582,2016-05-01
163,163,有丰富的P2P投资经验，2015年开始投资PPD，对自动投标策略有长期的使用经验和独到见解，路遥知马力，日久见人心。,行大运,134,3164994.0,755990.0,8491375,15.310000000000002,11884959,2015-09-04
164,164,10余年金融从业经历，对小额信用借款的风险点及防范措施有深入研究，投资风格稳健，追求长期稳定收益。,传奇,132,1147917.0,18010.0,38573111,16.259999999999998,2198093,2016-12-01
165,165,本人多年研究拍拍贷自定义投标，愿给大家奉献本人最好策略。,么么达,128,810936.0,239552.0,16788059,15.07,3697690,2015-12-07
166,166,自认识了p2p以后，现在投资只有p2p和定投。,春华秋实,125,1633847.0,209736.0,30992228,14.44,4891626,2016-08-23
167,167,多年的拍拍贷投资经验，一直帮亲友们打理资产，保持低逾期，实现着资产保值增值！您值得拥有！,姜太公,117,1704352.0,86680.0,23899681,17.11,3332571,2016-05-11
168,168,拍拍贷的超级铁粉~,红土地,112,2523056.0,593563.0,45605360,16.56,16476100,2017-03-01
169,169,本人2012年开始投资拍拍贷，有六年的投资经验，经过六年的投资能够很好的把握某些数据对逾期的影响，能够很好的控制逾期比例，达到高收益,小蓝,112,1676609.0,122415.0,895761,16.66,2693716,2012-10-29
170,170,2年拍拍贷数百万信标投资经验，擅长多维度数据分析，累计18%以上收益。主要自用,云淡风情,110,779081.0,335428.0,17021104,18.72,5918240,2015-12-13
171,171,2014年投资拍拍贷至今，通过大数据的研究，不断试错，投资收益稳定，希望我的投资策略给你带来稳这收益。,辉煌,108,1443877.0,242520.0,2584003,14.49,9058771,2014-08-01
172,172,因为看好拍拍贷的收益及安全性，所以重仓在这里，以前会混着赔标投资，收益比较稳定但是报酬率较低，因为大环境改善了，现在专投24利率标，我会根据投资市场的变化，调整投资策略设定，以提高最终报酬率。,老水手,108,920921.0,164769.0,35730206,16.36,5230346,2016-10-27
173,173,工作中长期与数字打交道，有多年的股票、ETF指数基金的交易经历，2016年初开始投资网贷，最终发现拍拍贷才是纯粹的P2P，现在主要自定义投信用标。,狙击手,107,533498.0,190511.0,61969199,16.05,3388098,2017-08-22
174,174,各个账户累计投标上千万，严控逾期,superred,103,1791346.0,103579.0,45606083,19.27,4413593,2017-03-01
175,175,互联网从业者，5年多网贷经验，希望和大家在拍拍贷共同进步，获取高收益。,浙江JR,100,1339396.0,266885.0,23476794,13.34,2986709,2016-05-04
176,176,近二十年数据统计分析工作，多年投资拍拍经验，策略经过老鸟的指点和时间的经验，使用收益很好。,完美宇宙,97,1320730.0,27150.0,63075705,18.54,2188527,2017-09-01
177,177,投资信标3年，略有小成,叶叶,95,1415349.0,49332.0,6900371,15.909999999999998,3110283,2015-06-22
178,178,长期投资拍拍贷，擅长历史数据回测，期望我的策略能给你带来好收益。,西虹剑客,91,965825.0,10507.0,48924899,20.119999999999997,3123640,2017-04-06
179,179,17年资深软件工程师，多家行业领先全球500强大公司经验，8年投资经验，3年拍拍贷多账号累计超千万资金投资经验，数百万量级标的记录数据库支持投资方向。,拍星星,90,1032765.0,73422.0,64650989,20.31,4176387,2017-09-17
180,180,本人一直使用自定义投标。在标量和逾期率之间寻找平衡点。稳健收益,sheren,88,452749.0,11320.0,45731188,19.189999999999998,2866426,2017-03-02
181,181,人生发财靠康波，且投且珍惜。,沸洋洋,87,344238.0,55115.0,61481418,21.560000000000002,6157117,2017-08-17
182,182,通过信用标多维度数据的分析统计，深入研究信用标策略，选标严谨，追求长期稳定的高收益。,暖风煦煦,86,1498947.0,155495.0,8665842,15.4,5525872,2015-09-10
183,183,拍拍贷最好玩也是很费神的是选标，几乎各种类型的标都投过，有收获也有教训。因为一直是坚持自定义投标，所以对如何选标有自己的策略和见解。申请策略师是为了多一个途径研究拍拍贷，能更好地投标和取得好成绩。,清清草,84,589550.0,37505.0,42206468,20.0,4188473,2017-01-14
184,184,985硕士毕业，从事投资十几年经验，能很好的利用大数据进行风险鉴别，非常适合拍拍贷的投资模式。,牛黄,82,2213777.0,5070.0,24469523,18.78,8724889,2016-05-20
185,185,路遥知马力，马托,岁进斗金,80,1466434.0,30924.0,66651250,17.25,3431287,2017-10-07
186,186,以过往投资数据记录为依据，沉稳追求可持续收益,银河飞沙,78,1283536.0,194577.0,59242701,15.15,4517475,2017-07-26
187,187,投资拍拍贷将近4年的老司机，寻求资产的稳健增长！,北关桥,77,2261574.0,233298.0,1890170,13.469999999999999,11024188,2014-05-10
188,188,多年投资经验，2016年进入拍拍贷后，通过不断的投标，对坏账的分析，取的了不错的投标收益。成为策略师后，希望给大家分析自己的收获，帮助更多人提高收益。,爱我中华,77,1607377.0,24838.0,18125895,18.21,3326366,2016-01-08
189,189,自用策略，放心使用！想要高收益，本策略为你保驾护抗。,恭喜发财,75,2171126.0,280974.0,21336823,18.26,5194651,2016-03-26
190,190,拥有在大型银行总行15年以上的工作经验，对零售信用风险管理有深刻的认识，对大数据分析具有丰富的专业知识。,Andy,75,569809.0,248662.0,18107010,14.34,9929413,2016-01-08
191,191,2015年开始投资拍拍贷，从最初的陪标转向信标，看中的就是拍拍贷的模式和未来对个人信用的完善。通过大数据不断试错，投资取得较稳定的成绩。,砥砺前行,73,2210427.0,32803.0,9529782,16.650000000000002,2771631,2015-10-09
192,192,策略主要是自用为主，也欢迎大户加入跟投~,人生如梦,72,2591133.0,592686.0,43506672,16.66,17740293,2017-02-03
193,193,长期稳定投资拍拍贷，通过对大数据，尝试过各种策略自定义，现在能很好的避免不良维度对标质量的影响，保证质量的情况下提高标量，本人收益受陪标影响会显的偏低,财富前行,72,883697.0,310070.0,38048926,18.759999999999998,5788380,2016-11-24
194,194,减少坏账比追求高利率更重要～,小花,71,241037.0,20930.0,9553099,15.260000000000002,3408412,2015-10-10
195,195,一身诗意千寻瀑,化学键,70,1476305.0,480.0,56220633,14.21,2225586,2017-06-25
196,196,10多年理财经验，收益颇丰，有完整的一年多个自定义策略运行结果，最近一年实际计算收益率在17左右,神龙,63,1910039.0,155344.0,63043789,17.5,6232661,2017-09-01
197,197,作为令人放心的平台之一，我2016年起投资了拍拍；进而发现自身的努力，可以获得很好的收益，希望能通过平台结交更多朋友，共同提高投资收益,紫电青鱼,63,675265.0,8853.0,35600267,13.77,7593353,2016-10-25
198,198,拍拍贷3年投资经验。累计年化收益率15%以上。日久见人心，用投资回报说话。,大巧不工,62,1170047.0,126621.0,9386277,15.809999999999999,7073540,2015-10-04
199,199,"用心做,好策略。",阿搅,61,700636.0,190999.0,59372267,31.4,3135668,2017-07-27
200,200,"本人通过大数据分析策略，将自己当月收益率从3月份8.5%提升到了8月份的20%,每月还在稳固提高。通过不断优化，已分析出多个稳定，高收益的策略。",唯一策略,60,1323795.0,86864.0,6289298,17.580000000000002,2405205,2015-05-14
201,201,拍拍贷累计投资多年，经验与数据结合,杰,59,387518.0,257075.0,762294,12.950000000000001,45130769,2012-05-08
202,202,精选学历散标,缘分,59,179848.0,13084.0,42128789,16.84,2480554,2017-01-13
203,203,拍拍贷多年投资经验，散标经验丰富，收益稳定。,Blue,56,665959.0,207115.0,33362360,19.57,14675291,2016-09-25
204,204,靠自定义收获丰厚的收益,戴眼镜的僧人,56,379925.0,35588.0,64811814,19.6,3176087,2017-09-18
205,205,低风险，追求稳定收益。,淡墨,55,644453.0,82775.0,59954630,17.130000000000003,3408763,2017-08-02
206,206,从2015年在家人的影响下来到拍拍贷，马上4年整了，从开初的只敢赔标，到后来的赔、信混合，到现在逐步全信，感谢拍拍贷让我有了财富的收获，学到了很多东西，我会一直坚持下去的。,小青年牛牛,54,1794147.0,127857.0,5013590,15.53,24874783,2015-01-17
207,207,兜兜转转，在拍拍混迹几年，愿意成为那只下蛋好吃的鸡。多说无益，数据说话。,金刚钻,54,606895.0,82333.0,246005,19.45,2481274,2010-08-26
208,208,我已经在拍拍贷投资三年了，积攒了丰富的投资经验，一直保持着不错的收益,懒猫,53,2441897.0,134030.0,25972700,16.259999999999998,5944430,2016-06-12
209,209,投资拍拍，不懈总结，深挖数据，稳健风格,山竹,53,519766.0,91220.0,56815354,18.790000000000003,9643658,2017-07-01
210,210,科学家爱因斯坦说过：世界上最厉害的武器不是原子弹，而是“时间+复利”。复利是人类已知的世界第八大奇迹！2011年接触网贷，4年拍拍贷投资经验，程序化投资，共创资本复利的价值！,时间+复利,52,1081466.0,112048.0,15667598,15.870000000000001,5687334,2015-11-10
211,211,2014年开始投资拍拍贷，至目前收益还不错，对于互联网金融这个行业的前景还是蛮看好的。,希望的光,50,537795.0,6380.0,3632164,14.469999999999999,4840897,2014-09-11
212,212,2017年开始投资拍拍贷，潜心研究投标策略，数据处理能力较强，取得了不错的收益率。,pingping,49,1134077.0,206148.0,64449525,16.470000000000002,7603736,2017-09-15
213,213,信标路漫漫，吾将上下而求索。,fftyro,49,921098.0,326629.0,1111073,19.32,11711950,2013-07-14
214,214,实战拍拍近二年，收益16+，资产150W，主攻信。,万家灯火,49,552775.0,113489.0,45961011,16.74,6231045,2017-03-05
215,215,升维思考 降维行动 精进自己 分享大家,神奇的熊猫,48,941797.0,185522.0,28956690,12.17,5228856,2016-07-26
216,216,随缘就好,随缘,48,730810.0,15630.0,60057018,13.48,2222163,2017-08-03
217,217,策略好就是硬道理,老刘,47,631332.0,75825.0,63250842,15.32,4352460,2017-09-03
218,218,"自己用的策略,希望和大家一起拍拍贷淘金",为人民服务,46,919419.0,63453.0,27001577,14.92,7762680,2016-06-29
219,219,坚持用自定义策略在拍拍贷投标，对策略的维度分析比较了解。,猫美如画,46,702027.0,61207.0,48501391,18.69,3569381,2017-04-01
220,220,痴迷于信标投资，逐步感悟到其中的奥妙，愿我的投资带给大家稳定获利。,太阳升起,45,463981.0,6057.0,43408157,13.79,6694501,2017-01-31
221,221,理财经验十余载，对拍拍贷数据有深入的研究，善于数据挖掘与财务分析，利用数据合理规划投标质量,独孤求败,44,707077.0,25630.0,5558277,16.29,6682968,2015-03-22
222,222,掌握核心维度，获取高收益。,黑石头,44,678768.0,17654.0,64600426,18.529999999999998,3195184,2017-09-16
223,223,投资各类网贷平台7年，长于散标优选，优于浪里淘金，胜在避险求稳！追求稳健高收益是我们的共同目标(^_^),大浪淘金,44,511179.0,45362.0,54775549,18.2,2878346,2017-06-10
224,224,"投资拍拍贷多年,从赔标到信用标,一步一个脚印,稳健投资.",彩虹周,42,410545.0,18646.0,32821925,16.619999999999997,2172490,2016-09-18
225,225,自用策略，欢迎试用,aitpi,41,1771233.0,118882.0,40755939,13.61,3424098,2016-12-29
226,226,投资拍拍贷3年了，几个账号投资本金1000多万，相信我的选标策略能够帮到你,剑侠四号,41,1005848.0,157047.0,9229817,14.49,17904092,2015-09-29
227,227,上世纪985工科大学毕业，擅长把握事物发展方向。超1000万投资金额，从陪标到信用标，一步一个脚印。,稳重大叔,41,949730.0,347701.0,7668654,13.239999999999998,10686918,2015-08-02
228,228,多年策略舵手，大数据好策略收益稳定！ 每月策略优化，不断提高收益降低逾期！,猫哥,40,460988.0,76091.0,62444710,17.580000000000002,2572429,2017-08-26
229,229,6年来专注拍拍贷信用标投资分析，累计年华收益率20+,最好的我们,39,647116.0,3150.0,905225,19.71,3618561,2012-11-09
230,230,计算机专业，擅长数据分析。2016年开始投资拍拍贷，走过一些弯路，也因此积累了宝贵的经验和原始数据，目标是希望获得持续和稳定的收益。,持之以恒,38,838499.0,66197.0,18103170,13.63,4159616,2016-01-08
231,231,加入拍拍贷一年以来，手动，第三方策略，官方策略都用过，最后还是自己学做策略，这样比较有下限保障。虽然年化收益率做到了18%以上，还是要小心翼翼，与大家共勉。,投之以木瓜,38,180099.0,29764.0,64673663,19.59,2493254,2017-09-17
232,232,入驻拍拍贷投资一年多，通过精心研究信用投标策略，获得了令人满意的年化收益率,淡彩,37,186507.0,120317.0,53938421,22.54,2585798,2017-06-01
233,233,女老顽童，从事投资几十年经验，股票，期货，现货，债权，p2p均有涉及，最近将绝大部分资产利用大数据投资拍拍贷。,美淑,36,837646.0,223421.0,30457560,18.029999999999998,3611776,2016-08-16
234,234,长期收益稳定超预算,稳赢增值,36,562740.0,28223.0,35727013,13.83,9291248,2016-10-27
235,235, 13年到现在拍拍贷多年累积的经验，熟知各种维度优劣，我相信我的策略能给您带来较为稳定的收益。,十万八千里,36,411967.0,110947.0,1157969,16.54,3123212,2013-08-23
236,236,本人从2016年注册拍拍贷投标，慢慢喜欢上拍拍贷这个平台，从投赔标慢慢开始投信标，现在收益佷满意，愿意和大家分享我的策略。,杨柳青青,36,285943.0,42115.0,29997946,22.84,3449369,2016-08-10
237,237,在拍拍贷投资多年，最大的感受就是稳，其次收益高。,空谷清秋,36,89977.0,3270.0,4598324,13.51,4209844,2014-12-08
238,238,2016年初投资网贷，现在绝大部分全投资在拍拍贷，纯散标标占比98%以上，累计总投资400余万元，积累了丰富的选标经验,三到,35,1963071.0,368305.0,19565887,16.89,5727460,2016-02-16
239,239,持续投资拍拍贷好几年了，资金一直在增加。 追求稳健持续的收益。,源芳,35,993158.0,111249.0,2586273,15.73,3029692,2014-08-01
240,240,首次接触拍拍是在2010年，同时也多平台投资，我相信，随着大家对信用的认知程度提高，坏帐总有还掉的时候。真还不了，那就当是资助了。平时捐款我们不也是常做的么，与人空间和余地，潇洒人生。,米糊,35,713282.0,201850.0,212678,18.59,5199959,2010-04-13
241,241,拍拍贷理财1年多，和大家一起学习进步。,时光如梭,34,529244.0,115713.0,58497865,20.77,4282524,2017-07-18
242,242,做做看看，累积经验~,无锡拍友,33,1930363.0,718604.0,7664743,13.77,19847119,2015-08-02
243,243,糟老头一个，几十年投资经验，目前7成资产在拍拍贷，全部散标。,友藏爷爷,33,1423332.0,0.0,24468629,24.36,2697036,2016-05-20
244,244,2017年来到拍拍贷，从相识到相知，拍拍贷已经成为自己不能忘怀的好伙伴,火烧云,33,339871.0,33778.0,57418343,13.469999999999999,2735375,2017-07-07
245,245,全部投>20%信标，低待还，年轻无逾期,揽月小筑,33,207810.0,2060.0,20869172,18.19,3816686,2016-03-16
246,246,投资拍拍贷3年，投资600多万元，80%以上为信用标，选标经验丰富，取得了不错的收益。,心灵牧场,32,969093.0,221361.0,4975018,16.939999999999998,7100474,2015-01-13
247,247,专注信用标投资分析，注册至今，3年累年年华收益率21.2%,最好的一切,32,966199.0,84748.0,16456617,19.470000000000002,3323156,2015-11-29
248,248,IT达人，计算机系统性能分析师. ,小叶子,32,506926.0,382655.0,57125187,17.72,5729617,2017-07-04
249,249,自14年注册拍拍贷以来，自己始终谨慎谨微，珍惜自己的每一丁点的血汗，功夫不负有心人，自己琢磨的一些策略，一直保持在15%收益上下（追求再高一些的收益就只有另请高就了）。没有经过几年的收集和沉淀，不敢面人,嗨皮男孩,32,301155.0,32363.0,3616308,14.92,5844381,2014-09-09
250,250,2010年信息类985硕士研究生毕业，互联网创业者，5年互联网金融投资经验，拍拍贷资深投资者，擅长大数据金融分析，并运用数学建模思想优化投标策略，不断改进，以达到标量和收益率的最佳组合。,连创阳光,30,182525.0,121831.0,60317346,20.369999999999997,6805805,2017-08-05
251,251,金融从业人员，网贷5年、拍拍贷2年投资经历，追求风险收益与标量平衡。,晴天猪猪侠,29,424432.0,101523.0,57793395,19.689999999999998,4822234,2017-07-10
252,252,"20余年证券投资经验,自定义策略,自有资金投资信用标",云龙,28,1633777.0,217312.0,24466571,14.540000000000001,4890893,2016-05-20
253,253,优化策略，稳定收益，跑赢大盘,豪哥,28,404336.0,114686.0,1869748,12.04,15093651,2014-05-07
254,254,多年拍拍贷投资经验，追求资产稳步增值,祝融峰火神,28,238069.0,19445.0,19561483,20.669999999999998,2836161,2016-02-16
255,255,15年金融与管理从业经历，2013年投资网贷。通过软件长期跟踪投资回报，擅长数据深度学习与挖掘。,智投,27,212856.0,175557.0,9698622,20.76,14435876,2015-10-14
256,256,本人常年从事财经类工作，有经济师和会计师职称，对国家财政金融政策的趋势走向有独到的见解，主张通过投资分享国家发展的红利。,海山一号,26,279599.0,0.0,51146929,13.19,5559719,2017-05-02
257,257,投资拍拍以来，通过对大量逾期标的分析，深入挖掘出不同维度对逾期率的影响，实现标的精选，最大化的降低逾期率，提高收益。,清风徐来,26,159248.0,63389.0,58560833,22.48,3584385,2017-07-18
258,258,2016年11月进入拍拍贷投资，因为看中高收益的可能，一直专注信标，从最开始一窍不通，到后来从前辈学习到了一整套选标经验，经过自己改进，投资收益率稳步上升。,reguluster,26,109875.0,42869.0,37299168,15.27,5304401,2016-11-15
259,259,实战拍拍一年多，收益颇多,我家老大,26,78094.0,34444.0,53921322,18.39,5320486,2017-06-01
260,260,投资综合年华收益18%+,高息低逾一号,24,914362.0,350.0,6574702,19.41,2172550,2015-06-02
261,261,金融行业20年经验，拍拍贷3经验年，综合考虑逾期率和投标量，策略自用。,中国大地,24,367406.0,85674.0,32896584,16.869999999999997,9331554,2016-09-19
262,262,先后8年投资多家网贷平台，最终全仓拍拍贷。虽然历经2017年的逾期风暴，但依然坚守拍拍不减仓，凭借自定义策略，收益稳步提升到19.5%！,乐拍,24,243229.0,6215.0,64694569,19.259999999999998,5695187,2017-09-17
263,263,本人投资拍拍贷多年，擅长数据分析，自定义投标经验丰富。通过多纬度来精选投资标的，从而大幅降低逾期率，提高收益。,yanglmsy,23,505860.0,111721.0,20842311,12.839999999999998,6503727,2016-03-16
264,264,与拍拍一同成长。,泡泡,23,287104.0,51692.0,652392,15.909999999999998,38667602,2012-02-26
265,265,金融行业，爱好投资理财，在良莠不齐的P2P中选择拍拍贷，自2017年开始投资，起步赔标比例大，逐步转为信标，探索投资经验，实现财富增长。,开心基金人,23,221387.0,37001.0,60654177,16.3,2117131,2017-08-09
266,266,分散投资,见龙在田,22,849261.0,375089.0,39914923,18.8,7939553,2016-12-19
267,267,11年资本市场投资经验，3年拍拍贷投资经验，平均年化收益》15%,dollar_zhang,22,248781.0,100295.0,9458491,16.509999999999998,4881552,2015-10-07
268,268,策略严选20次以上借款，0逾期，0流标，低待还，综合其他核心维度。本人长期投，保障高利息，同时每日投标量较高，实际到手年利息参考本人利息。,漠上雪,21,142566.0,48404.0,61945456,19.439999999999998,3784722,2017-08-21
269,269,不断探索，创就策略高峰[中国上海*国内著名企业数据技术专家],邦哥,20,885929.0,97577.0,9590091,15.409999999999998,5409444,2015-10-11
270,270,资深投资者,极限挑战,19,220900.0,1771.0,697087,13.88,7600454,2012-03-24
271,271,从2015年接触拍拍贷开始，一直坚持投拍拍贷，经历了拍拍贷的危机与发展，也逐渐形成了稳健的投资风格，投资收益一直保持稳定高收益。,sinmo,19,197108.0,181876.0,3637194,17.1,3937998,2014-09-11
272,272,来到拍拍贷两年多了，经过自己的不断摸索，对散标投资有了一定的经验和心得，并且也取得了不错的收益，希望通过策略可以给投资经验不足的小伙伴一点帮助。,雨中客,19,155157.0,61736.0,21538174,17.57,2449079,2016-03-30
273,273,高学历低逾期,佛爷御应,18,582111.0,201724.0,61590795,21.91,16055196,2017-08-18
274,274,软件工程师，职业投资人,剑寒,18,278440.0,42648.0,34107489,19.91,11319312,2016-10-06
275,275,加入拍拍贷8年，多年拍拍投资经验，本人IT男，善于数据分析来判断标的风险，由于之前陪标比较多综合收益不高，不过信标保持稳定收益。,webstag,18,142941.0,44035.0,192856,15.559999999999999,2750841,2010-01-22
276,276,专注网贷投资3年，爱好数据分析，长期跟踪拍拍贷交易数据。致力于寻找长期稳定、高收益策略。,Dr李,18,66929.0,9772.0,5063247,15.629999999999999,4649618,2015-01-23
277,277,本人投资拍拍贷多年，适应形势变化，研究和挖掘优质信用标，积累了一定的投标经验和数据，累计年化收益率较高。,吉祥,17,2156732.0,119074.0,9930100,12.920000000000002,7264437,2015-10-21
278,278,28万次信用标投标经验,深蓝,17,929177.0,576626.0,7494798,14.099999999999998,54207647,2015-07-24
279,279,喜欢拍拍贷,华丽的鱼,17,915833.0,736787.0,36524404,16.45,30792303,2016-11-06
280,280,注重高学历，低逾期的投标策略，收益理想,盆满钵盈,16,461338.0,373862.0,38238787,13.41,16028244,2016-11-27
281,281,北京大学，自由投资人，基于大数据优化策略，力图降低坏账率，提高收益率，投资本金120万，年化收益率处于较满意水平。,茱丽叶,16,274967.0,39946.0,38720015,20.39,6626466,2016-12-03
282,282,"2012年开始投资网贷,至今无爆雷,一直追求安全和稳固的高收益,希望通过复利奔向财务自由.",逍遥,16,214640.0,67329.0,46634945,15.9,2486414,2017-03-12
283,283,投资拍拍贷已经好几年了，大数据好策略收益稳定！ 每月策略优化，不断提高收益降低逾期！,天长地久,16,13030.0,0.0,5309109,18.19,2041967,2015-02-26
284,284,多年金融资产管理工作经验，擅长数据分析、风险把控，深入策略研究，作风稳健，选标严谨，追求长期稳定的16+收益。,平淡素白,15,501226.0,349355.0,52200017,16.36,3593235,2017-05-14
285,285,16年开始投资拍拍贷，坚持数据分析，维度筛选，追求稳定收益。,麒麟,15,290751.0,141846.0,33613856,16.75,3545397,2016-09-28
286,286,几年前开始投资p2p理财，最后集中资金到拍拍贷，经过几年在拍拍贷这个大数据基础上总结出自己的小数据，在这里投资是要求有一定技术的，了解国家政策，重视选择合规平台，规避坏账，轻视逾期，追求高利率。,安全利益最大,14,168196.0,158472.0,16823238,17.37,19744588,2015-12-08
287,287,p2p投资经验已有十年，16年开始投资拍拍贷，拍拍贷最多时候投资2000万，去年底撤出拍拍贷规避大面积逾期，今年又重新进入。,老马,12,158087.0,85840.0,23093413,16.11,64340735,2016-04-27
288,288,投资拍拍贷一年半，热爱金融投资，擅长数据分析，善于总结规律。投资拍拍信用标一年余，总结出一套行之有效的选标方法，取得满意收益。,风云一号,12,70090.0,18934.0,57987907,18.22,5040510,2017-07-12
289,289,投资P2P很多年,几米阳光,12,43364.0,14583.0,8723143,15.4,9626366,2015-09-12
290,290,本人潜入大量借款人群，潜心研究借款心理学，与坏账的影响因子，通过5年的数据验证，能有效控制风险。得人心者，得天下。,读心术,11,282628.0,56827.0,2063317,14.85,5138732,2014-06-01
291,291,我抄期货十几年，体验到金融行业的风险和艰辛，从2015年起涉足P2P理财行业，P2P理财，风险可控，门槛低，收益还可观，我已经喜欢上这个行业了，现在全心关注拍拍贷研究，来实现我的P2P理财之旅。,心随风飞,11,70076.0,20490.0,48482034,16.18,5221745,2017-04-01
292,292,投资拍拍贷三年多，摸索出收益比较稳定的策略,风雨兼程,11,64124.0,16002.0,5056004,18.68,9616195,2015-01-22
293,293,投资拍拍贷2年，取得了不错的收益,睿智老太,10,173299.0,26028.0,61995434,13.8,2543623,2017-08-22
294,294,拍拍2年，通过不断学习，总结了一些策略，供大家使用。,南无,10,139419.0,70150.0,41189744,12.68,9428217,2017-01-03
295,295,为扎稳打，不急不躁。,江户川奶龙,10,96021.0,42121.0,4683777,13.889999999999999,7055869,2014-12-17
296,296,在稳健安全的前提下追求收益最大化。,自由,10,46484.0,10538.0,45067338,14.67,3273780,2017-02-23
297,297,高度认同拍拍贷普惠金融的经营理念，注册三年来累计投资千万，年均收益率18%以上，愿与大家共创美好生活。,东风一号,9,386210.0,250616.0,7306334,14.860000000000001,9118780,2015-07-15
298,298,5年投资经验，思路明确，收益稳定。,阿觉,9,382049.0,301407.0,7214301,16.99,43310390,2015-07-10
299,299,拍拍新人一枚，愿同广大拍友相互学习，共同进步~,赞美太阳,9,165826.0,43804.0,45056424,13.719999999999999,13182503,2017-02-23
300,300,从事银行工作多年，有丰富的理财经验，善于规避风险,财务自由,8,167179.0,64553.0,48282091,17.11,4550102,2017-03-29
301,301,入行5年了,可惜投晚了,8,164115.0,54401.0,8786905,15.379999999999999,14460387,2015-09-14
302,302,三年大资金操作经验,无锡拍拍友,8,103299.0,6787.0,41713153,14.23,15575284,2017-01-09
303,303,南国有佳人，容华若桃李。朝游江北岸，夕宿潇湘沚。,程灵素,8,100234.0,9755.0,65860479,23.41,2439286,2017-09-28
304,304,投资拍拍3年，收益颇丰，相信我，你也能做到。,ELLA,8,29178.0,4290.0,35498178,13.73,3159434,2016-10-24
305,305,本人性格开朗，工作勤奋，学习刻苦认真，愿意参加各种社会活动，锻炼吃苦耐劳的能力，并从工作中体会到乐趣，尽心尽力。,芝麻开花,8,17761.0,0.0,7477589,13.120000000000001,21521006,2015-07-23
